zip_code,lat,lng,zip_population,zip_density,county_name,timezone,state_full
00660,18.13412,-67.11399,15405.0,525.5,Hormigueros,America/Puerto_Rico,Puerto Rico
00662,18.46622,-67.01508,41090.0,384.4,Isabela,America/Puerto_Rico,Puerto Rico
00664,18.21064,-66.59066,14807.0,121.9,Jayuya,America/Puerto_Rico,Puerto Rico
00667,18.01246,-67.0417,22792.0,146.2,Lajas,America/Puerto_Rico,Puerto Rico
00669,18.27019,-66.86727,27417.0,165.1,Lares,America/Puerto_Rico,Puerto Rico
00670,18.23782,-66.98852,8512.0,70.7,Las Marías,America/Puerto_Rico,Puerto Rico
00674,18.42229,-66.4891,39093.0,347.4,Manatí,America/Puerto_Rico,Puerto Rico
00676,18.37897,-67.08098,36972.0,292.2,Moca,America/Puerto_Rico,Puerto Rico
00677,18.33535,-67.23155,15483.0,410.3,Rincón,America/Puerto_Rico,Puerto Rico
00678,18.42949,-66.93016,24595.0,325.9,Quebradillas,America/Puerto_Rico,Puerto Rico
00680,18.16307,-67.36122,42689.0,256.3,Mayagüez,America/Puerto_Rico,Puerto Rico
00682,18.22415,-67.15309,28977.0,686.0,Mayagüez,America/Puerto_Rico,Puerto Rico
00683,18.10926,-67.03803,29490.0,231.0,San Germán,America/Puerto_Rico,Puerto Rico
00685,18.33656,-66.97518,39988.0,196.2,San Sebastián,America/Puerto_Rico,Puerto Rico
00687,18.31707,-66.42029,28397.0,282.1,Morovis,America/Puerto_Rico,Puerto Rico
00688,18.3807,-66.62496,10028.0,119.1,Arecibo,America/Puerto_Rico,Puerto Rico
00690,18.49363,-67.09734,5870.0,1002.4,Aguadilla,America/Puerto_Rico,Puerto Rico
00692,18.40905,-66.33768,32802.0,477.4,Vega Alta,America/Puerto_Rico,Puerto Rico
00693,18.42633,-66.39811,55387.0,481.5,Vega Baja,America/Puerto_Rico,Puerto Rico
00694,18.48327,-66.39269,125.0,60.4,Vega Baja,America/Puerto_Rico,Puerto Rico
00698,18.07274,-66.85519,32535.0,200.5,Yauco,America/Puerto_Rico,Puerto Rico
00703,18.24739,-66.13143,24263.0,302.0,Aguas Buenas,America/Puerto_Rico,Puerto Rico
00704,17.97442,-66.22888,6256.0,268.5,Salinas,America/Puerto_Rico,Puerto Rico
00705,18.1294,-66.26653,24471.0,310.8,Aibonito,America/Puerto_Rico,Puerto Rico
00707,18.01752,-65.92127,10319.0,190.4,Maunabo,America/Puerto_Rico,Puerto Rico
00714,17.9981,-66.05635,15341.0,394.8,Arroyo,America/Puerto_Rico,Puerto Rico
00715,17.99738,-66.56104,2082.0,63.3,Ponce,America/Puerto_Rico,Puerto Rico
00716,17.99942,-66.59868,27945.0,1244.8,Ponce,America/Puerto_Rico,Puerto Rico
00717,18.00272,-66.61146,14577.0,2372.0,Ponce,America/Puerto_Rico,Puerto Rico
00718,18.23145,-65.76067,23026.0,188.3,Naguabo,America/Puerto_Rico,Puerto Rico
00719,18.28879,-66.25316,29932.0,409.7,Naranjito,America/Puerto_Rico,Puerto Rico
00720,18.21559,-66.42421,21037.0,144.7,Orocovis,America/Puerto_Rico,Puerto Rico
00723,18.03139,-66.01122,15643.0,131.3,Patillas,America/Puerto_Rico,Puerto Rico
00725,18.22052,-66.03962,73462.0,685.7,Caguas,America/Puerto_Rico,Puerto Rico
00727,18.21142,-66.07374,55191.0,944.4,Caguas,America/Puerto_Rico,Puerto Rico
00728,18.00697,-66.65995,36532.0,916.1,Ponce,America/Puerto_Rico,Puerto Rico
00729,18.33524,-65.88677,47067.0,508.3,Canóvanas,America/Puerto_Rico,Puerto Rico
00730,18.03256,-66.61384,31081.0,1808.0,Ponce,America/Puerto_Rico,Puerto Rico
00731,18.09914,-66.63279,9724.0,76.7,Ponce,America/Puerto_Rico,Puerto Rico
00735,18.2525,-65.67534,10949.0,154.4,Ceiba,America/Puerto_Rico,Puerto Rico
00736,18.10736,-66.14994,45306.0,318.6,Cayey,America/Puerto_Rico,Puerto Rico
00738,18.31793,-65.66793,29980.0,390.8,Fajardo,America/Puerto_Rico,Puerto Rico
00739,18.17543,-66.16198,34578.0,433.8,Cidra,America/Puerto_Rico,Puerto Rico
00740,18.33251,-65.63419,1583.0,1463.9,Fajardo,America/Puerto_Rico,Puerto Rico
00741,18.16569,-65.75506,3716.0,630.2,Humacao,America/Puerto_Rico,Puerto Rico
00745,18.3466,-65.81382,46739.0,297.1,Río Grande,America/Puerto_Rico,Puerto Rico
00751,18.01205,-66.25871,19343.0,123.0,Salinas,America/Puerto_Rico,Puerto Rico
00754,18.1447,-65.97565,36728.0,283.7,San Lorenzo,America/Puerto_Rico,Puerto Rico
00757,17.9933,-66.39056,19853.0,236.3,Santa Isabel,America/Puerto_Rico,Puerto Rico
00765,18.12365,-65.43013,8078.0,66.0,Vieques,America/Puerto_Rico,Puerto Rico
00766,18.13039,-66.4757,21572.0,218.2,Villalba,America/Puerto_Rico,Puerto Rico
00767,18.07033,-65.89618,29962.0,209.7,Yabucoa,America/Puerto_Rico,Puerto Rico
00769,18.09459,-66.3607,33602.0,168.3,Coamo,America/Puerto_Rico,Puerto Rico
00771,18.18797,-65.86916,35094.0,403.3,Las Piedras,America/Puerto_Rico,Puerto Rico
00772,18.43048,-65.90377,16829.0,397.6,Loíza,America/Puerto_Rico,Puerto Rico
00773,18.34073,-65.72756,17532.0,280.9,Luquillo,America/Puerto_Rico,Puerto Rico
00775,18.31387,-65.28618,1387.0,46.0,Culebra,America/Puerto_Rico,Puerto Rico
00777,18.22365,-65.90904,37446.0,538.4,Juncos,America/Puerto_Rico,Puerto Rico
00778,18.26319,-65.97938,40203.0,525.8,Gurabo,America/Puerto_Rico,Puerto Rico
00780,18.09998,-66.57032,13446.0,271.3,Ponce,America/Puerto_Rico,Puerto Rico
00782,18.22501,-66.22452,18128.0,250.2,Comerío,America/Puerto_Rico,Puerto Rico
00783,18.30348,-66.32851,34259.0,314.1,Corozal,America/Puerto_Rico,Puerto Rico
00784,18.00558,-66.13651,34981.0,202.4,Guayama,America/Puerto_Rico,Puerto Rico
00786,18.1357,-66.22881,165.0,36.1,Aibonito,America/Puerto_Rico,Puerto Rico
00791,18.14391,-65.81398,45455.0,411.6,Humacao,America/Puerto_Rico,Puerto Rico
00794,18.19934,-66.31179,28668.0,322.5,Barranquitas,America/Puerto_Rico,Puerto Rico
00795,18.05128,-66.49485,43367.0,280.3,Juana Díaz,America/Puerto_Rico,Puerto Rico
00802,18.34349,-64.9287,,,St. Thomas,America/St_Thomas,Virgin Islands
00820,17.7388,-64.70695,,,St. Croix,America/St_Thomas,Virgin Islands
00830,18.33857,-64.73802,,,St. John,America/St_Thomas,Virgin Islands
00840,17.72649,-64.84717,,,St. Croix,America/St_Thomas,Virgin Islands
00850,17.72763,-64.79122,,,St. Croix,America/St_Thomas,Virgin Islands
00851,17.74757,-64.78737,,,St. Croix,America/St_Thomas,Virgin Islands
00901,18.46478,-66.10277,6398.0,2434.5,San Juan,America/Puerto_Rico,Puerto Rico
00907,18.45287,-66.08381,15817.0,2989.0,San Juan,America/Puerto_Rico,Puerto Rico
00909,18.44131,-66.06866,5633.0,3331.3,San Juan,America/Puerto_Rico,Puerto Rico
00911,18.45133,-66.05636,7297.0,5920.5,San Juan,America/Puerto_Rico,Puerto Rico
00912,18.44503,-66.05995,5845.0,6085.5,San Juan,America/Puerto_Rico,Puerto Rico
00913,18.45024,-66.04275,6943.0,8274.4,San Juan,America/Puerto_Rico,Puerto Rico
00915,18.43673,-66.04576,24607.0,6777.8,San Juan,America/Puerto_Rico,Puerto Rico
00917,18.4208,-66.04989,17116.0,4840.4,San Juan,America/Puerto_Rico,Puerto Rico
00918,18.42139,-66.06774,16172.0,2314.5,San Juan,America/Puerto_Rico,Puerto Rico
00920,18.41904,-66.09023,15900.0,1700.7,San Juan,America/Puerto_Rico,Puerto Rico
00921,18.39206,-66.0871,33119.0,4166.8,San Juan,America/Puerto_Rico,Puerto Rico
00923,18.41146,-66.03715,24551.0,4716.0,San Juan,America/Puerto_Rico,Puerto Rico
00924,18.39987,-66.01344,49922.0,4133.4,San Juan,America/Puerto_Rico,Puerto Rico
00925,18.40028,-66.05058,4882.0,4229.1,San Juan,America/Puerto_Rico,Puerto Rico
00926,18.34691,-66.05434,92284.0,1535.0,San Juan,America/Puerto_Rico,Puerto Rico
00927,18.38884,-66.07149,13868.0,2210.0,San Juan,America/Puerto_Rico,Puerto Rico
00934,18.41372,-66.11998,38.0,10.3,Guaynabo,America/Puerto_Rico,Puerto Rico
00949,18.43166,-66.21349,65867.0,1235.7,Toa Baja,America/Puerto_Rico,Puerto Rico
00950,18.46201,-66.23917,0.0,0.0,Dorado,America/Puerto_Rico,Puerto Rico
00951,18.43175,-66.25628,389.0,140.2,Toa Baja,America/Puerto_Rico,Puerto Rico
00952,18.42874,-66.18897,8165.0,1421.8,Toa Baja,America/Puerto_Rico,Puerto Rico
00953,18.36319,-66.24764,66156.0,957.1,Toa Alta,America/Puerto_Rico,Puerto Rico
00956,18.32121,-66.17185,66734.0,939.7,Bayamón,America/Puerto_Rico,Puerto Rico
00957,18.36696,-66.18857,40194.0,3575.0,Bayamón,America/Puerto_Rico,Puerto Rico
00959,18.3852,-66.15583,46260.0,2931.4,Bayamón,America/Puerto_Rico,Puerto Rico
00960,18.41674,-66.14365,3025.0,832.8,Bayamón,America/Puerto_Rico,Puerto Rico
00961,18.40987,-66.16415,28888.0,2091.4,Bayamón,America/Puerto_Rico,Puerto Rico
00962,18.43514,-66.13949,18947.0,1519.0,Cataño,America/Puerto_Rico,Puerto Rico
00965,18.42853,-66.11175,5848.0,2494.4,Guaynabo,America/Puerto_Rico,Puerto Rico
00966,18.39784,-66.11394,18791.0,2879.0,Guaynabo,America/Puerto_Rico,Puerto Rico
00968,18.40609,-66.10123,3633.0,3076.8,Guaynabo,America/Puerto_Rico,Puerto Rico
00969,18.36696,-66.11,42231.0,3236.4,Guaynabo,America/Puerto_Rico,Puerto Rico
00971,18.32067,-66.11751,24367.0,587.1,Guaynabo,America/Puerto_Rico,Puerto Rico
00976,18.33903,-65.99286,60620.0,1342.4,Trujillo Alto,America/Puerto_Rico,Puerto Rico
00979,18.43734,-66.0089,14776.0,1467.1,Carolina,America/Puerto_Rico,Puerto Rico
00982,18.40961,-65.99143,14050.0,3760.2,Carolina,America/Puerto_Rico,Puerto Rico
00983,18.41788,-65.98104,31472.0,2812.0,Carolina,America/Puerto_Rico,Puerto Rico
00985,18.40628,-65.94767,30497.0,1275.1,Carolina,America/Puerto_Rico,Puerto Rico
00987,18.34115,-65.94257,55747.0,830.1,Carolina,America/Puerto_Rico,Puerto Rico
01001,42.06262,-72.62521,16234.0,555.1,Hampden,America/New_York,Massachusetts
01002,42.37633,-72.46462,26370.0,191.2,Hampshire,America/New_York,Massachusetts
01005,42.42117,-72.10655,5204.0,46.5,Worcester,America/New_York,Massachusetts
01007,42.28163,-72.40009,15419.0,108.5,Hampshire,America/New_York,Massachusetts
01008,42.18234,-72.95819,1327.0,8.4,Hampden,America/New_York,Massachusetts
01009,42.21133,-72.34189,804.0,445.1,Hampden,America/New_York,Massachusetts
01010,42.12904,-72.20597,3705.0,40.6,Hampden,America/New_York,Massachusetts
01011,42.30233,-72.96448,1175.0,13.8,Hampden,America/New_York,Massachusetts
01012,42.38495,-72.84675,397.0,12.7,Hampshire,America/New_York,Massachusetts
01013,42.16059,-72.60788,23284.0,1588.4,Hampden,America/New_York,Massachusetts
01020,42.17618,-72.56538,30167.0,934.7,Hampden,America/New_York,Massachusetts
01022,42.19721,-72.54249,1844.0,147.9,Hampden,America/New_York,Massachusetts
01026,42.46858,-72.92296,1014.0,14.0,Hampshire,America/New_York,Massachusetts
01027,42.29506,-72.74303,17716.0,168.5,Hampshire,America/New_York,Massachusetts
01028,42.05967,-72.49899,16321.0,487.7,Hampden,America/New_York,Massachusetts
01029,42.19402,-73.05067,539.0,20.9,Berkshire,America/New_York,Massachusetts
01030,42.06869,-72.67967,12305.0,394.9,Hampden,America/New_York,Massachusetts
01031,42.32782,-72.19191,1676.0,96.1,Worcester,America/New_York,Massachusetts
01032,42.45313,-72.81965,509.0,20.4,Hampshire,America/New_York,Massachusetts
01033,42.26082,-72.50361,6080.0,84.4,Hampshire,America/New_York,Massachusetts
01034,42.0826,-72.95611,2332.0,13.3,Hampden,America/New_York,Massachusetts
01035,42.35563,-72.5692,5306.0,88.7,Hampshire,America/New_York,Massachusetts
01036,42.0638,-72.4157,4946.0,97.4,Hampden,America/New_York,Massachusetts
01037,42.37063,-72.19466,572.0,11.9,Worcester,America/New_York,Massachusetts
01038,42.38466,-72.60559,2491.0,104.3,Hampshire,America/New_York,Massachusetts
01039,42.41049,-72.69188,1506.0,35.3,Hampshire,America/New_York,Massachusetts
01040,42.21251,-72.64109,37813.0,689.8,Hampden,America/New_York,Massachusetts
01050,42.29092,-72.87526,2529.0,23.6,Hampshire,America/New_York,Massachusetts
01053,42.35205,-72.71032,2304.0,154.7,Hampshire,America/New_York,Massachusetts
01054,42.47381,-72.48768,1608.0,27.1,Franklin,America/New_York,Massachusetts
01056,42.19211,-72.45805,20904.0,296.8,Hampden,America/New_York,Massachusetts
01057,42.09118,-72.32392,8176.0,70.9,Hampden,America/New_York,Massachusetts
01060,42.32218,-72.63126,16492.0,585.9,Hampshire,America/New_York,Massachusetts
01062,42.32146,-72.69244,9816.0,217.2,Hampshire,America/New_York,Massachusetts
01066,42.40742,-72.64032,115.0,35.2,Hampshire,America/New_York,Massachusetts
01068,42.35125,-72.04776,1639.0,29.1,Worcester,America/New_York,Massachusetts
01069,42.18798,-72.30578,8821.0,121.4,Hampden,America/New_York,Massachusetts
01070,42.51958,-72.92504,575.0,11.2,Hampshire,America/New_York,Massachusetts
01071,42.16029,-72.8598,1054.0,25.9,Hampden,America/New_York,Massachusetts
01072,42.46327,-72.41893,1521.0,30.8,Franklin,America/New_York,Massachusetts
01073,42.23084,-72.73856,6230.0,85.4,Hampshire,America/New_York,Massachusetts
01074,42.3837,-72.10021,368.0,547.9,Worcester,America/New_York,Massachusetts
01075,42.25672,-72.57928,17754.0,386.8,Hampshire,America/New_York,Massachusetts
01077,42.05441,-72.77851,9217.0,115.3,Hampden,America/New_York,Massachusetts
01079,42.18508,-72.33406,438.0,105.2,Hampden,America/New_York,Massachusetts
01080,42.18228,-72.36515,2454.0,569.0,Hampden,America/New_York,Massachusetts
01081,42.06232,-72.23085,1747.0,46.6,Hampden,America/New_York,Massachusetts
01082,42.29816,-72.27676,10392.0,85.4,Hampshire,America/New_York,Massachusetts
01083,42.20652,-72.19906,2858.0,86.5,Worcester,America/New_York,Massachusetts
01084,42.38589,-72.88165,97.0,4.5,Hampshire,America/New_York,Massachusetts
01085,42.15375,-72.76961,41102.0,265.7,Hampden,America/New_York,Massachusetts
01089,42.12532,-72.65025,28772.0,664.0,Hampden,America/New_York,Massachusetts
01092,42.20008,-72.23715,1200.0,68.9,Worcester,America/New_York,Massachusetts
01093,42.44335,-72.65099,225.0,20.1,Franklin,America/New_York,Massachusetts
01094,42.36481,-72.13548,52.0,27.9,Worcester,America/New_York,Massachusetts
01095,42.12763,-72.42994,14618.0,251.0,Hampden,America/New_York,Massachusetts
01096,42.40968,-72.77213,2580.0,27.8,Hampshire,America/New_York,Massachusetts
01097,42.17722,-72.83175,143.0,31.7,Hampden,America/New_York,Massachusetts
01098,42.39551,-72.94315,979.0,11.9,Hampshire,America/New_York,Massachusetts
01103,42.10443,-72.58997,2477.0,2199.6,Hampden,America/New_York,Massachusetts
01104,42.13326,-72.56733,23209.0,1712.7,Hampden,America/New_York,Massachusetts
01105,42.09911,-72.57865,11843.0,3791.9,Hampden,America/New_York,Massachusetts
01106,42.04877,-72.57163,15853.0,638.6,Hampden,America/New_York,Massachusetts
01107,42.12116,-72.60642,12009.0,3006.3,Hampden,America/New_York,Massachusetts
01108,42.0814,-72.55866,27405.0,3074.9,Hampden,America/New_York,Massachusetts
01109,42.11839,-72.54876,31124.0,2208.5,Hampden,America/New_York,Massachusetts
01118,42.09476,-72.5253,14839.0,1593.4,Hampden,America/New_York,Massachusetts
01119,42.12452,-72.51126,13616.0,1489.0,Hampden,America/New_York,Massachusetts
01128,42.09497,-72.48806,2896.0,1008.3,Hampden,America/New_York,Massachusetts
01129,42.1211,-72.4877,5672.0,637.3,Hampden,America/New_York,Massachusetts
01151,42.15294,-72.50883,9606.0,1565.8,Hampden,America/New_York,Massachusetts
01201,42.45614,-73.28114,44848.0,286.8,Berkshire,America/New_York,Massachusetts
01220,42.62686,-73.11873,8074.0,136.2,Berkshire,America/New_York,Massachusetts
01222,42.06242,-73.32146,664.0,55.8,Berkshire,America/New_York,Massachusetts
01223,42.31118,-73.09835,2495.0,13.9,Berkshire,America/New_York,Massachusetts
01224,42.50622,-73.19841,228.0,189.2,Berkshire,America/New_York,Massachusetts
01225,42.56385,-73.1512,3216.0,46.3,Berkshire,America/New_York,Massachusetts
01226,42.47954,-73.15329,6256.0,111.0,Berkshire,America/New_York,Massachusetts
01229,42.29411,-73.35227,263.0,40.9,Berkshire,America/New_York,Massachusetts
01230,42.18197,-73.34244,8826.0,35.1,Berkshire,America/New_York,Massachusetts
01235,42.43181,-73.07336,2489.0,20.6,Berkshire,America/New_York,Massachusetts
01236,42.26923,-73.37999,1458.0,85.1,Berkshire,America/New_York,Massachusetts
01237,42.5529,-73.25373,2302.0,18.0,Berkshire,America/New_York,Massachusetts
01238,42.30072,-73.22553,5944.0,83.1,Berkshire,America/New_York,Massachusetts
01240,42.37567,-73.26466,5111.0,82.5,Berkshire,America/New_York,Massachusetts
01242,42.3334,-73.24967,29.0,24.4,Berkshire,America/New_York,Massachusetts
01243,42.34752,-73.03467,173.0,4.7,Hampshire,America/New_York,Massachusetts
01244,42.10924,-73.27475,271.0,18.2,Berkshire,America/New_York,Massachusetts
01245,42.19043,-73.21579,692.0,10.3,Berkshire,America/New_York,Massachusetts
01247,42.69813,-73.09264,14794.0,124.4,Berkshire,America/New_York,Massachusetts
01253,42.20751,-73.1118,936.0,17.0,Berkshire,America/New_York,Massachusetts
01254,42.37972,-73.36608,1036.0,27.7,Berkshire,America/New_York,Massachusetts
01255,42.1068,-73.12213,994.0,7.6,Berkshire,America/New_York,Massachusetts
01257,42.0976,-73.37241,2348.0,26.7,Berkshire,America/New_York,Massachusetts
01258,42.09396,-73.46616,193.0,3.3,Berkshire,America/New_York,Massachusetts
01259,42.07316,-73.23282,688.0,11.6,Berkshire,America/New_York,Massachusetts
01260,42.26663,-73.2712,20.0,3.0,Berkshire,America/New_York,Massachusetts
01262,42.30433,-73.32013,1778.0,34.8,Berkshire,America/New_York,Massachusetts
01264,42.23997,-73.19686,188.0,5.0,Berkshire,America/New_York,Massachusetts
01266,42.30264,-73.39846,1000.0,19.1,Berkshire,America/New_York,Massachusetts
01267,42.66593,-73.24209,9633.0,62.7,Berkshire,America/New_York,Massachusetts
01270,42.51297,-73.04859,1036.0,12.4,Berkshire,America/New_York,Massachusetts
01301,42.62375,-72.60379,17876.0,272.3,Franklin,America/New_York,Massachusetts
01330,42.51772,-72.81556,1704.0,19.1,Franklin,America/New_York,Massachusetts
01331,42.56793,-72.18324,13922.0,99.2,Worcester,America/New_York,Massachusetts
01337,42.69512,-72.57731,2589.0,26.7,Franklin,America/New_York,Massachusetts
01338,42.5814,-72.80309,95.0,28.0,Franklin,America/New_York,Massachusetts
01339,42.61099,-72.88846,1313.0,8.7,Franklin,America/New_York,Massachusetts
01340,42.68805,-72.73205,1759.0,13.1,Franklin,America/New_York,Massachusetts
01341,42.50734,-72.70221,1622.0,18.7,Franklin,America/New_York,Massachusetts
01342,42.54384,-72.6058,1267.0,26.6,Franklin,America/New_York,Massachusetts
01344,42.60756,-72.42916,1703.0,47.7,Franklin,America/New_York,Massachusetts
01346,42.6706,-72.81323,454.0,13.1,Franklin,America/New_York,Massachusetts
01347,42.56027,-72.51321,165.0,178.3,Franklin,America/New_York,Massachusetts
01349,42.56656,-72.47045,741.0,29.0,Franklin,America/New_York,Massachusetts
01351,42.54162,-72.52069,2636.0,51.9,Franklin,America/New_York,Massachusetts
01354,42.63282,-72.51136,1740.0,48.9,Franklin,America/New_York,Massachusetts
01355,42.45101,-72.33141,958.0,7.8,Franklin,America/New_York,Massachusetts
01360,42.67575,-72.446,2872.0,32.3,Franklin,America/New_York,Massachusetts
01364,42.60449,-72.29263,7658.0,82.1,Franklin,America/New_York,Massachusetts
01366,42.48858,-72.18564,1185.0,12.4,Worcester,America/New_York,Massachusetts
01367,42.69674,-72.91387,563.0,8.8,Franklin,America/New_York,Massachusetts
01368,42.67815,-72.18557,1455.0,12.7,Worcester,America/New_York,Massachusetts
01370,42.59607,-72.72915,3878.0,31.1,Franklin,America/New_York,Massachusetts
01373,42.47292,-72.61516,4860.0,81.4,Franklin,America/New_York,Massachusetts
01375,42.46475,-72.55489,3641.0,99.8,Franklin,America/New_York,Massachusetts
01376,42.59273,-72.54591,4976.0,471.0,Franklin,America/New_York,Massachusetts
01379,42.54149,-72.3989,778.0,13.9,Franklin,America/New_York,Massachusetts
01420,42.58559,-71.81693,41839.0,537.4,Worcester,America/New_York,Massachusetts
01430,42.66069,-71.9232,6481.0,68.1,Worcester,America/New_York,Massachusetts
01431,42.67652,-71.82322,3211.0,52.4,Middlesex,America/New_York,Massachusetts
01432,42.56351,-71.57059,8521.0,386.2,Middlesex,America/New_York,Massachusetts
01434,42.53149,-71.61663,1564.0,92.7,Worcester,America/New_York,Massachusetts
01436,42.60579,-72.08958,3720.0,159.7,Worcester,America/New_York,Massachusetts
01438,42.56028,-72.03583,330.0,392.4,Worcester,America/New_York,Massachusetts
01440,42.58797,-71.98649,21276.0,335.2,Worcester,America/New_York,Massachusetts
01450,42.61368,-71.56139,11356.0,133.8,Middlesex,America/New_York,Massachusetts
01451,42.50005,-71.57754,5487.0,100.7,Worcester,America/New_York,Massachusetts
01452,42.48378,-72.00514,4371.0,41.1,Worcester,America/New_York,Massachusetts
01453,42.51961,-71.76583,43851.0,642.3,Worcester,America/New_York,Massachusetts
01460,42.53503,-71.4891,10280.0,240.3,Middlesex,America/New_York,Massachusetts
01462,42.58994,-71.72036,11919.0,172.9,Worcester,America/New_York,Massachusetts
01463,42.67126,-71.60429,11697.0,200.0,Middlesex,America/New_York,Massachusetts
01464,42.57411,-71.6475,6976.0,178.0,Middlesex,America/New_York,Massachusetts
01468,42.55324,-72.06879,4183.0,73.5,Worcester,America/New_York,Massachusetts
01469,42.66514,-71.69161,6820.0,121.8,Middlesex,America/New_York,Massachusetts
01473,42.55122,-71.90266,8374.0,91.2,Worcester,America/New_York,Massachusetts
01474,42.67088,-71.7508,2280.0,79.4,Middlesex,America/New_York,Massachusetts
01475,42.66675,-72.04902,10265.0,92.7,Worcester,America/New_York,Massachusetts
01501,42.19689,-71.84549,16877.0,427.1,Worcester,America/New_York,Massachusetts
01503,42.38378,-71.63552,3378.0,100.5,Worcester,America/New_York,Massachusetts
01504,42.0399,-71.53125,9255.0,321.6,Worcester,America/New_York,Massachusetts
01505,42.35633,-71.72123,4948.0,119.0,Worcester,America/New_York,Massachusetts
01506,42.19364,-72.10441,3460.0,86.0,Worcester,America/New_York,Massachusetts
01507,42.13509,-71.96803,13435.0,123.0,Worcester,America/New_York,Massachusetts
01510,42.4119,-71.68883,15563.0,1063.0,Worcester,America/New_York,Massachusetts
01515,42.20328,-72.04669,2166.0,84.8,Worcester,America/New_York,Massachusetts
01516,42.0528,-71.75106,9376.0,98.8,Worcester,America/New_York,Massachusetts
01518,42.11342,-72.11632,2598.0,82.0,Worcester,America/New_York,Massachusetts
01519,42.20077,-71.67892,8058.0,291.3,Worcester,America/New_York,Massachusetts
01520,42.33685,-71.85181,16912.0,346.9,Worcester,America/New_York,Massachusetts
01521,42.06012,-72.16592,2583.0,81.2,Hampden,America/New_York,Massachusetts
01522,42.38142,-71.87111,3152.0,77.6,Worcester,America/New_York,Massachusetts
01523,42.48176,-71.68079,8606.0,121.1,Worcester,America/New_York,Massachusetts
01524,42.24919,-71.91989,6327.0,153.7,Worcester,America/New_York,Massachusetts
01525,42.09899,-71.64296,0.0,0.0,Worcester,America/New_York,Massachusetts
01527,42.19228,-71.77397,13961.0,346.0,Worcester,America/New_York,Massachusetts
01529,42.03906,-71.57767,3160.0,250.9,Worcester,America/New_York,Massachusetts
01531,42.31929,-72.12794,973.0,18.1,Worcester,America/New_York,Massachusetts
01532,42.32314,-71.64621,15750.0,329.1,Worcester,America/New_York,Massachusetts
01534,42.13991,-71.64433,6230.0,252.8,Worcester,America/New_York,Massachusetts
01535,42.2695,-72.07794,4760.0,86.4,Worcester,America/New_York,Massachusetts
01536,42.23189,-71.69219,6860.0,309.4,Worcester,America/New_York,Massachusetts
01537,42.16177,-71.89217,2278.0,129.2,Worcester,America/New_York,Massachusetts
01540,42.11649,-71.85819,10979.0,221.9,Worcester,America/New_York,Massachusetts
01541,42.45649,-71.88128,3529.0,38.5,Worcester,America/New_York,Massachusetts
01542,42.20241,-71.90995,2615.0,239.7,Worcester,America/New_York,Massachusetts
01543,42.38482,-71.96726,9353.0,102.8,Worcester,America/New_York,Massachusetts
01545,42.28419,-71.71558,38876.0,723.3,Worcester,America/New_York,Massachusetts
01550,42.06039,-72.03377,17928.0,342.0,Worcester,America/New_York,Massachusetts
01560,42.17496,-71.67762,4984.0,540.2,Worcester,America/New_York,Massachusetts
